ID_REF,GSM2612096,GSM2612097,GSM2612098,GSM2612099,GSM2612100,GSM2612101,GSM2612102,GSM2612103,GSM2612104,GSM2612105,GSM2612106,GSM2612107,GSM2612108,GSM2612109,GSM2612110,GSM2612111,GSM2612112,GSM2612113,GSM2612114,GSM2612115,GSM2612116,GSM2612117,GSM2612118,GSM2612119,GSM2612120,GSM2612121,GSM2612122,GSM2612123,GSM2612124,GSM2612125,GSM2612126,GSM2612127,GSM2612128,GSM2612129,GSM2612130,GSM2612131,GSM2612132,GSM2612133,GSM2612134,GSM2612135,GSM2612136,GSM2612137,GSM2612138,GSM2612139,GSM2612140,GSM2612141,GSM2612142,GSM2612143,GSM2612144,GSM2612145,GSM2612146,GSM2612147,GSM2612148,GSM2612149,GSM2612150,GSM2612151,GSM2612152,GSM2612153,GSM2612154,GSM2612155,GSM2612156,GSM2612157,GSM2612158,GSM2612159,GSM2612160,GSM2612161,GSM2612162,GSM2612163,GSM2612164,GSM2612165,GSM2612166,GSM2612167,GSM2612168,GSM2612169,GSM2612170,GSM2612171,GSM2612172,GSM2612173,GSM2612174,GSM2612175,GSM2612176,GSM2612177,GSM2612178,GSM2612179,GSM2612180,GSM2612181,GSM2612182,GSM2612183,GSM2612184,GSM2612185,GSM2612186,GSM2612187,GSM2612188,GSM2612189,GSM2612190,GSM2612191,GSM2612192,GSM2612193,GSM2612194,GSM2612195,GSM2612196,GSM2612197,GSM2612198,GSM2612199,GSM2612200,GSM2612201,GSM2612202,GSM2612203,GSM2612204,GSM2612205,GSM2612206,GSM2612207,GSM2612208,GSM2612209,GSM2612210,GSM2612211,GSM2612212,GSM2612213,GSM2612214,GSM2612215,GSM2612216,GSM2612217,GSM2612218,GSM2612219,GSM2612220,GSM2612221,GSM2612222,GSM2612223,GSM2612224,GSM2612225,GSM2612226,GSM2612227,GSM2612228,GSM2612229,GSM2612230,GSM2612231,GSM2612232,GSM2612233,GSM2612234,GSM2612235,GSM2612236,GSM2612237,GSM2612238,GSM2612239,GSM2612240,GSM2612241,GSM2612242,GSM2612243,GSM2612244,GSM2612245,GSM2612246,GSM2612247,GSM2612248,GSM2612249,GSM2612250,GSM2612251,GSM2612252,GSM2612253,GSM2612254,GSM2612255,GSM2612256,GSM2612257,GSM2612258,GSM2612259,GSM2612260,GSM2612261,GSM2612262,GSM2612263,GSM2612264,GSM2612265,GSM2612266,GSM2612267,GSM2612268,GSM2612269,GSM2612270,GSM2612271,GSM2612272,GSM2612273,GSM2612274,GSM2612275,GSM2612276,GSM2612277,GSM2612278,GSM2612279,GSM2612280,GSM2612281,GSM2612282,GSM2612283,GSM2612284,GSM2612285,GSM2612286,GSM2612287
1555980_a_at,5.524098035,5.127369824,4.311726038,4.874209928,4.951448189,5.004696346,4.690824865,5.518133065,4.767870539,5.291996356,4.691008423,4.901825638,4.881725557,4.19885749,5.191047255,5.600838084,3.674694374,4.223939158,5.049167515,4.95162277,4.711215824,5.161692114,4.647937001,5.191047255,5.112453132,4.663244588,4.894207161,5.462402606,5.034507152,5.644109827,4.777528567,4.844397247,5.577922397,5.18873992,4.663599199,3.510316553,4.673312843,4.74601055,5.211103305,5.094391826,4.671442802,5.241315489,5.077603467,5.264029476,4.956458116,5.374042913,4.939245113,4.629611645,5.184605464,5.161422584,5.158119461,4.531497058,4.987992001,5.09294828,5.708372251,5.137108179,4.759962066,4.957204352,5.108820198,5.301939293,4.546578487,4.733524889,5.848632831,5.119671528,5.340087955,4.985882518,4.714641285,4.75139653,4.439824549,5.302106522,5.279614087,4.771462408,4.503106442,5.104914381,5.031855376,5.555705989,4.959369009,4.908656724,4.886173103,4.596890065,4.958337573,4.763753814,5.406612729,4.433222832,5.013514571,5.032007162,4.928209885,5.251644501,3.846944103,4.965902977,4.733789418,4.851550826,4.882027312,4.714235747,5.010747378,5.100176631,4.834347654,5.002134886,4.74069034,5.359086116,4.680657955,4.754842317,4.731253047,4.853251879,4.77061061,5.008554242,4.722808054,4.990820367,4.622249852,4.711154741,5.40364497,4.776439377,4.999777289,4.876947118,4.500245014,4.581837917,4.855397306,5.182032964,4.675398872,4.920707492,4.751683782,4.919443247,4.715156696,4.877464797,4.774661783,4.602925674,4.310614911,4.664361491,4.820125848,4.813931556,4.820061482,4.827889006,4.764941026,4.626296485,4.975567932,4.805454667,4.71205247,5.079989962,5.097963929,4.769238,4.538767818,4.248535446,4.32161546,4.502114103,4.567924952,4.736581685,4.746119436,5.078745418,4.906587056,5.027578228,4.707682573,5.033994847,4.691603298,4.751916985,4.89873841,5.029876786,4.804198281,4.786422404,5.027377294,4.632327972,5.087091862,4.56850457,4.394400955,4.785590358,4.951454069,4.553411165,4.932934005,4.371513686,4.828944942,4.8818,4.678477909,4.933421585,4.81037099,5.029876786,4.84024173,4.980960202,4.860980344,4.770867609,4.417862546,4.750393467,4.967661125,4.818186287,4.522194585,4.895022732,4.832560128,5.135182944,5.003871042,5.309679844,5.060622404,4.833334986,4.738965882,5.583764516
227347_x_at,5.361783527,4.574607343,4.770762665,4.647088102,5.149947866,4.469950643,5.193745652,5.872557516,4.998209231,5.337732011,4.946658278,5.141222321,5.125463967,4.886175986,5.205028843,5.393026087,4.931665486,5.023147451,5.531909963,5.478740277,5.045208208,5.010656624,5.027897683,5.357516729,5.103996484,5.399891876,5.208493044,5.431687937,5.14848602,4.993355071,5.890612838,4.811946516,5.283836336,5.450394746,5.103024499,4.726451898,5.404483507,4.966685858,5.327097675,5.598155429,5.126536103,5.075954935,5.668680108,5.495011735,5.072528918,5.265572305,5.387345789,4.385243923,5.312268876,5.244622207,5.093341356,5.145630194,5.755395678,4.907276665,5.51976381,5.598839551,5.504331968,5.149897176,4.892447014,5.401579967,4.874460986,5.384218802,5.707921356,4.783600307,5.794858729,5.173193238,5.631272423,4.886896209,5.305596883,5.328150737,4.887452177,5.12658594,4.958373253,5.306572034,5.362774012,5.8138899,5.229729567,5.336369741,4.929486739,4.902515579,4.990962134,5.103996484,5.467166272,5.432688292,5.360048337,5.071513998,5.179866526,5.025001929,5.211216111,5.300817272,5.647892726,5.461393062,4.760218303,4.927123265,4.323434697,4.388803834,4.874790292,5.002134886,4.766432356,5.207027186,4.849121526,4.788029287,4.682239167,4.893870101,4.980654848,5.114125999,4.730925003,5.178698367,4.654196479,4.906814689,5.278126795,4.569159176,4.931505864,5.258600674,4.752426185,4.733339934,4.853053483,5.196285943,4.647117742,5.160591968,4.908484652,4.795548532,4.638227312,5.220247382,4.870947264,4.669214172,4.923380566,5.068678109,4.762490745,4.872198188,5.179878954,4.686171135,4.866507842,4.529074462,4.747119961,4.548512797,5.198487887,4.692803654,5.070091898,4.786662273,4.491288901,4.570477575,4.708471827,4.682825805,4.818637735,5.119351883,4.796301012,5.293889595,5.030441253,5.000141859,4.85223132,5.006447167,5.240171703,4.918535217,4.78468649,5.053963452,4.903242717,4.631469185,4.711159321,4.74257944,5.302853864,4.7381944,4.285088398,4.943422122,5.000499506,4.833097891,5.02002769,4.898944255,4.976278664,4.924560389,4.648095349,5.40260844,4.988462823,4.935401058,4.859566809,4.909337095,5.03197336,5.215681229,4.718665537,4.926011373,4.861852777,4.738803713,4.309642179,5.009947399,4.750130206,4.66414463,4.95291687,5.364839598,5.053573847,4.8320039,4.682445488,5.321895702
224501_at,5.991661135,5.13032229,5.060669154,5.269616632,5.45112919,5.102507572,5.502826803,5.296175728,5.492889415,5.507811997,5.498197318,5.420830108,5.529452276,5.094318466,5.012645652,6.071891198,4.822701818,5.592121769,5.639616691,5.420812638,5.425268343,5.407181622,5.239643961,5.777875873,5.485439983,5.849256963,5.333028519,5.793135309,5.563911642,5.75550336,5.987086217,5.537257215,5.656967228,5.525516852,5.375105818,5.542494812,5.632804339,5.558491647,5.809018719,5.818830651,5.508491753,5.887244561,5.97196467,5.699884054,5.444881435,5.641128544,5.827421654,5.744179551,5.604739028,5.349543723,5.646562651,5.714495692,6.082124625,5.625204411,5.980725461,5.604304148,5.540266665,5.506153307,5.671685842,5.942236187,5.25646018,5.386519735,6.29575143,5.741599969,5.917581397,5.533420861,6.056064352,5.591054252,5.347933674,5.634867517,5.646491925,5.234092621,4.9563015,5.563969815,5.857251074,5.835387932,5.859471365,5.617658423,5.359574073,5.843755721,5.582372342,5.34618551,6.077038723,5.098537489,5.622270581,5.279940161,5.67165147,5.848841355,5.511390228,5.479248191,5.958263228,6.166801113,5.517614162,5.422691732,5.553528931,5.349822382,5.081876407,5.101641036,5.057231302,5.399766054,5.187387636,5.122191091,5.240905009,5.262202069,5.110965579,5.600007168,4.842611784,5.408479578,4.974453882,5.12270015,5.212635361,5.195863782,5.166087686,5.15810908,4.837208158,4.923892184,5.371477182,5.177953576,5.196948751,5.282957576,5.031349557,5.011481394,4.958852078,5.304040435,5.536062768,4.948006211,5.044173236,5.159327202,5.335182708,5.395037123,5.134667899,5.171663916,5.219988886,4.962363677,5.259771965,5.320902031,5.068632118,5.253559327,5.241950597,5.089615337,5.036648129,4.770277284,4.83682885,5.311187898,5.191096005,5.235478612,4.972344447,5.242999474,5.382863112,5.325794107,5.171629447,5.368684201,5.533550748,5.23096745,4.893721344,5.314725531,5.275145424,5.215040812,4.926495712,5.042706768,5.417810111,4.914379631,4.880763493,5.166529163,5.499079617,4.962998579,5.250674897,5.109106897,5.225998163,5.046751331,4.809012702,5.468732915,5.216900334,5.203283098,4.94434728,5.546250342,4.935788863,5.315979564,4.998460873,5.093822497,5.241169698,5.25966899,5.080847825,5.353240047,4.986763869,5.242905778,5.116666934,5.347113286,5.179768817,5.191757755,5.063063075,5.371734425
231942_at,4.497528353,3.651758006,3.875975114,3.993053632,3.865963323,4.335672141,4.157971061,4.273452763,4.201600248,3.952531755,3.64702137,3.795547585,3.237235663,4.232829482,3.678698104,4.585778941,3.637533274,3.268977007,4.590087801,4.147250239,3.800943532,3.385448573,3.708891302,4.017567725,3.944115699,4.247733209,4.093629595,4.321618002,4.145940472,4.474399442,4.064795997,3.658723566,3.857593891,4.10909092,4.119051185,4.051595817,3.82505992,3.722823053,3.821893695,4.369533876,4.041965379,4.167224476,3.786726238,4.018217099,3.857801823,4.290177136,4.396370301,3.442182097,4.09086559,4.08237426,3.955407487,4.057558764,4.213854672,4.137553828,4.71864146,3.811230045,3.962551386,3.991497774,3.662218457,4.023894406,3.364457629,3.8715383,4.476654195,3.681392623,4.402758339,3.970502692,4.706777658,4.2053107,3.811300396,3.639216484,4.352150201,3.841079351,3.799740907,3.673478748,3.93919862,4.254077401,3.862900568,3.857972271,4.240704831,4.444250901,4.195253885,4.079869737,3.941057324,3.998780097,3.458587948,3.942571279,3.703113702,4.045867141,3.212584134,4.064022177,4.673089544,4.220201292,4.108089622,4.510546532,3.581547898,4.051255413,3.807613491,3.498902891,3.453895962,4.195747979,3.998866024,3.622426354,3.280829478,3.879020904,3.67955384,3.817028526,3.685137608,3.766165982,3.50101744,3.609526117,4.131197562,3.454811405,3.881532272,3.662382374,3.554967449,3.353531504,3.811107904,3.901768851,3.452517278,3.668280159,3.453895962,3.583245168,3.609093171,3.829944498,3.578208695,3.450946566,3.438165015,3.826985742,3.555565946,3.698677923,3.654095984,3.636212246,3.618182331,3.449875648,3.532040862,3.544781928,3.392687107,3.409022014,3.738603897,3.575060937,3.659618743,3.116138763,3.601502698,3.562147504,3.744601646,3.820090396,3.76169656,3.75947508,3.674246981,3.771439112,3.826379089,3.974095177,3.923587765,3.756574924,3.820245915,3.976422077,3.793619456,3.664927924,3.440095894,3.6940188,4.137550871,3.73423382,3.788328017,3.77854346,3.908193202,3.680128005,3.826110184,3.623319729,3.793195383,3.680128005,3.238612638,3.550948555,3.882511025,3.825974044,3.730147535,3.907170467,3.694285893,3.782282759,3.600291115,3.794762235,3.748157556,3.419081493,3.531546985,3.691633031,3.631609793,3.775204207,4.144098322,3.995481143,3.946208931,3.686808524,3.741448382,4.499497494
1559139_at,3.220748384,3.479198405,3.119279871,3.885661715,3.228001657,3.113917866,2.966326504,3.03324487,2.645220186,3.007146627,2.993041563,3.224385619,3.382466451,3.017895041,3.359770439,3.868758366,2.946708786,3.308390404,3.6935384,2.964830387,2.947228246,3.03907374,3.349263121,2.916185058,3.661562658,3.316476774,2.942341745,3.017994337,3.105953064,2.714561842,3.193383533,3.193986413,3.23921651,3.531824357,2.808087126,3.305236583,3.176199739,3.814236884,3.636174203,2.709857947,3.23559283,3.2413134,3.422245432,2.75394154,3.176199739,3.386229064,4.061196229,3.603253707,3.457579777,3.009863237,3.333933115,3.299318156,4.113130794,3.106816947,3.414973647,3.010075512,2.889186888,3.665403462,3.103964483,3.260684451,2.960233479,3.56881861,3.165639887,3.250095586,3.699257562,3.265651467,3.375118353,2.972726007,3.621833313,3.443737749,3.16973035,3.29725953,3.173823,4.333110467,3.289128729,3.474782135,3.166638727,3.49202081,3.076895552,2.844584009,3.104559676,3.304046595,3.491962154,3.214813518,3.574313305,3.134730287,3.345557034,2.929443939,3.096601509,3.019818156,3.834928752,3.574086997,2.960890577,3.868794251,3.335974235,3.220433934,3.140152108,3.226139443,3.189148427,3.408526731,3.4210658,3.303850466,2.907374844,2.992436405,2.716727068,3.301909619,3.169043707,2.761854533,3.279611162,2.91657665,3.101798808,3.150607319,3.180760547,3.326020871,3.003010694,2.659884309,4.195584954,2.986099207,3.028522305,3.219883573,3.834732298,2.926723765,3.724721667,3.056446779,3.191795378,2.943572481,3.33563334,3.003010694,2.912825265,3.199217391,3.366161373,3.129098864,3.199217391,2.869990043,3.020167831,2.963090304,3.174623291,3.510594232,3.315941409,3.484438337,3.132255889,3.255584718,3.815492051,4.017438615,3.088605006,3.422245432,3.2133595,3.007629305,2.97421535,3.1027022,3.014570747,3.548793285,3.234371766,2.844530545,2.690971073,3.536536323,3.113021891,3.336678852,3.241825458,3.259464337,3.105092938,3.145971829,3.326114601,3.142616919,3.150607319,2.756231716,2.92497177,3.015107334,3.221276302,2.863628568,3.237844825,3.435993584,3.243812186,2.82565861,3.162727749,2.947184665,3.178621036,3.162526281,2.815097478,2.903617999,3.20113284,3.099564959,2.878095441,3.375215107,3.569315073,3.991724423,3.376811878,3.076895552,3.04484833,3.232931482,3.627871429,2.940368084
212283_at,5.939426322,5.223518649,4.975675507,5.330423046,5.577246607,4.689089061,4.604945561,5.728364536,5.349869373,5.275328293,4.997381094,5.36763248,5.120577367,5.070677541,5.190327145,6.231022263,4.978975016,5.56490938,5.202066273,5.848611804,4.989333864,5.077740276,5.079032635,5.359334731,5.50969274,5.757893429,4.742245731,5.717265349,5.664216893,5.616614485,5.471727645,5.313808998,5.6467199,5.518534497,5.486018914,5.160942204,5.112092153,5.416480385,5.880728931,5.719009534,5.261010691,5.421166675,5.619131296,5.66597112,5.500511814,5.456347238,6.02976075,5.408637234,5.678657995,5.194243718,5.513450325,6.161506324,5.718387006,5.910422642,6.15533063,5.195957151,5.297085871,5.410940632,5.221082089,5.339819505,5.029621883,5.014356264,5.985358874,5.533480861,5.528680356,5.367737656,5.628418684,5.124600348,5.228884447,5.00103507,5.261300974,5.551617336,5.072956264,5.263539856,5.334454562,5.621824111,5.663555244,5.320574363,5.359574073,5.302236545,5.750400326,5.092792066,5.846200212,4.872931072,6.21128134,5.046640045,5.534013569,5.68845174,5.295898324,5.511820114,5.649138588,5.994808992,5.339254504,5.298688757,5.474430364,5.267037265,5.04365542,4.995544634,4.953868212,5.470740674,5.35240428,4.979081394,5.095719498,5.158150883,5.137449063,5.213171466,4.862744253,5.436512164,5.124836119,5.301260106,5.77198192,5.165436626,5.456500116,5.193199416,4.923573846,4.832510529,5.086289035,5.306258785,5.265661053,5.186942017,5.235176257,5.147299926,4.744441303,5.45015449,5.282712708,5.077183928,5.081645476,5.213006434,5.369518661,5.104223598,5.178097505,5.40582174,5.3343774,5.130814034,5.382721221,5.033994847,5.275259881,5.084347423,5.678192688,4.900665146,5.424375123,4.619966455,5.014708991,5.284998684,5.128380906,5.339791388,4.865286761,5.18880957,5.266745895,5.121169802,5.027274108,5.544977104,5.604394477,5.018388307,5.232755957,5.26651037,5.171908053,5.121994609,4.880283835,5.348599864,5.363883415,4.763062969,4.954590424,5.245634047,5.278901326,5.164454622,5.237620625,5.113333837,5.291392244,5.126682415,4.978878642,5.145506666,5.281429106,5.301445664,4.961465474,5.373038413,5.011264023,5.54203933,4.963424942,5.22157074,5.2750602,5.431002057,5.08047838,5.239668835,5.168107111,5.171908053,5.264919282,5.586053197,5.218682463,5.066439964,5.335406493,5.640305464
1555650_at,5.361969353,4.716961312,4.705645895,5.196534954,5.150813141,4.489531472,5.355912405,5.318020883,5.335333222,5.110656023,4.443522548,5.367251024,4.625851521,5.312841635,4.980190513,5.343799795,4.842001956,5.390904381,4.96840591,5.600762491,4.83301056,4.452146796,5.263341482,4.664583467,5.500722492,4.851952363,5.070203872,5.831683638,5.272908131,5.247425373,4.61271473,4.979949459,5.166340286,4.808127704,5.118123984,4.86517315,4.777152122,5.40194941,5.326608943,5.03947529,5.086199665,5.032895868,5.061734203,5.480644147,4.969765855,5.59877779,5.063977797,4.972625821,5.571873337,5.074970936,5.337270837,5.476997073,5.599852241,5.394923118,5.417319896,5.094294088,4.841067021,5.141256294,5.197434768,4.859171434,4.72462281,4.932505961,5.57744461,5.176811517,4.882798487,4.896163932,5.940079988,4.778357056,4.960914803,5.218559995,5.114961585,4.992774113,4.953206855,4.980973263,4.904629874,5.479223592,5.366401298,5.328784538,5.005738083,5.207271632,5.51686119,5.155086391,5.506215832,5.366153988,5.682399688,4.845619338,5.239082008,5.209919581,5.036345103,5.076244954,5.197877754,5.676897192,5.073568272,4.734466149,5.530482437,4.658141262,4.763431106,5.034799196,4.748257434,5.261731307,4.928030314,5.053659185,4.827373441,4.853317267,4.805139404,5.327062955,4.835357678,5.169454765,4.724016111,5.030992384,5.295179677,5.139325758,4.930967844,4.67787315,4.778201693,4.69048541,5.13488365,5.188483755,4.956170612,4.835535749,4.805887189,4.711086985,4.46320568,5.020724379,4.820178828,4.736748126,4.820344119,5.022897074,4.914362304,4.721564704,5.28886795,4.701283767,4.945360455,4.783338705,5.001588856,4.97917085,4.745361361,4.856706308,5.080201191,4.86691314,4.813315965,4.698824956,4.741562746,4.8634284,4.783471258,4.761132004,4.684794034,4.936658442,4.903502462,5.148301282,4.720623662,5.059237338,5.138469103,4.827954032,4.850808195,4.946992861,4.845056544,4.730565115,4.737554931,4.974072973,5.181646042,4.366878178,4.698193425,4.983961769,4.794902361,4.736981233,4.756897806,4.724795164,4.740073565,4.829766327,4.685059957,5.203520858,4.977959746,5.114841594,4.857587025,5.16478086,4.862015697,4.846588805,4.821025331,5.035643418,5.035804526,4.907928227,4.803665959,5.108121046,4.914626249,5.022763799,5.086935525,5.769641861,5.06289919,4.766610218,5.086366562,5.651822988
1560477_a_at,6.236617862,5.754814623,5.847108555,6.203295144,6.186376241,5.753524078,6.160808475,6.548048075,6.458429653,6.134824235,5.862112402,6.254373403,6.596200598,5.90774114,5.820572351,6.718846929,5.38090769,5.748581821,5.948204242,6.151411338,6.02522532,6.008882868,5.866832935,6.190137136,6.41348924,6.241345865,6.366912842,6.287335049,6.087528421,6.398945278,6.42072284,6.389582637,6.370114334,6.245293238,6.03432218,5.612274306,6.218647045,5.978927907,6.446931133,6.245281909,6.222163767,6.428515054,6.190094747,6.313402011,6.287950552,6.45034854,6.52645574,6.375517992,6.155238457,6.162022764,5.996330603,6.8317987,6.6639382,6.435243164,6.583005976,6.156843561,6.004250348,6.284785337,5.931181145,6.058233185,5.715050482,6.275779266,6.970587074,6.160393169,6.801585196,5.985467747,6.249680577,6.114807217,6.182555462,6.162444865,6.312223166,6.016793702,6.088167041,6.275301319,5.756244686,6.431624733,6.56910573,6.38852025,6.45592275,6.55301511,6.558143724,5.999030107,6.262351771,6.149187397,6.223899748,6.324218023,6.202479227,6.163904998,6.026754232,6.152870761,7.390423656,6.429694263,5.994249647,5.677369303,5.841168543,6.008331626,6.017805764,5.914684916,5.735973933,6.005585617,5.860384673,5.822103393,5.932287796,6.065694298,5.951019726,6.017115589,5.582129985,6.225136851,5.744772942,5.846787136,6.360060836,5.854682154,5.895926565,5.896298896,5.936338758,5.672842593,6.119822745,6.00581178,6.027130913,6.068116559,6.077904378,5.875332623,5.606515152,6.186273515,6.041019361,5.840157821,5.862914582,6.063638091,5.834685813,6.226743283,5.96370234,5.954047037,6.124406242,5.964162249,6.062490893,6.110536772,5.915803976,5.847950984,6.075301521,5.722199077,5.798050416,5.51169384,5.729608565,6.079066874,5.922053773,6.283199208,5.893309217,6.159816953,6.025020892,6.078903651,5.773242947,6.287692413,5.981300817,5.656017758,5.766266562,6.070347453,5.951690912,5.908104233,5.808080434,5.779439357,6.186366621,5.784355746,5.796120263,5.979296333,6.246964214,5.864993091,6.021746963,5.87638738,5.894635389,5.968842477,5.791970416,6.068703328,6.064532451,6.208301177,5.72714326,6.124319418,5.801858487,6.062853915,5.817070304,5.913422939,5.880109808,5.981373964,6.252429645,6.055752833,5.863301805,6.209876725,6.030738829,6.401593178,6.125028807,5.746979988,6.038510281,6.479255795
1555979_at,6.165319528,6.221855818,6.056473749,6.370313116,6.444188915,5.72840888,6.017142218,6.359830239,6.298692687,6.164344164,6.036660855,6.267977548,5.922919434,6.229162576,5.821274747,6.435964752,5.875352679,6.433299117,6.084165724,7.031004123,6.1673365,6.204711846,6.25819218,6.507861123,6.167070205,5.812707057,6.001616454,6.562072563,6.566711453,6.577155372,6.017717689,6.219300274,6.540131229,6.189856693,6.158802234,6.200204759,6.427968716,6.360219542,6.567932165,6.354072494,6.367227945,6.310836855,6.461673163,6.511879865,6.437959392,6.582297915,6.632604636,6.513667096,6.429322428,6.114661051,6.193340376,6.28571702,6.674727074,6.126626939,6.24825643,5.988900624,6.268142953,5.785862273,6.134294387,6.367131308,5.959349055,6.139427725,7.058629832,6.052618302,6.098536893,6.232097402,6.456392116,6.722703847,6.167117796,6.090737789,6.385265629,6.185953065,6.02199828,5.73806962,6.119990076,6.736357417,6.443823498,6.417722209,6.428388237,6.472916676,6.610240623,6.186486809,6.85315784,5.820743602,6.457579191,6.072199859,6.2491612,5.838342908,6.560670543,5.991170657,7.228347774,6.855533774,6.593764082,6.120470051,6.144485486,5.889187775,5.907038107,5.7303052,5.927625134,6.551301632,6.063508076,6.022423863,5.919740095,6.09094197,6.073426167,6.308139105,5.89938282,6.231445681,6.204718698,6.049931933,6.688325047,5.969357814,6.087164106,6.063273911,5.963503483,5.618390975,5.950321242,6.311752916,5.871017186,6.118112093,6.039103812,5.90345576,5.71861114,6.165814927,6.144463491,5.956662838,5.956902882,6.058278699,5.952350734,6.050659036,6.363759746,5.887265215,6.096559317,5.777889907,6.129303152,6.292075259,5.88836733,5.843401058,6.040784922,6.080896417,5.831293392,5.800426425,5.759104308,5.902936787,5.954957373,6.136162012,5.987115617,6.03527128,6.221309588,6.262175869,6.06712277,6.386583698,6.288733393,6.112219157,6.147244349,6.442903275,6.150543017,6.160939673,5.640554977,5.757860342,6.527599266,5.758785196,5.846987129,6.2180114,6.064208882,5.994519972,6.172803948,5.833617311,6.11636549,5.964912494,5.842690245,6.333475652,6.30643728,6.338800225,6.118837729,6.382921107,6.053733842,6.404999806,6.097705563,6.357150051,6.135918816,6.340441177,6.093775178,6.374229304,6.119707147,6.011803688,6.169792566,6.685959287,6.271973015,6.170957748,6.209674941,6.826230309
202115_s_at,7.91939396,7.545303254,7.56006534,7.402305715,7.394946648,7.209796617,6.963660725,7.787652598,7.631096136,8.057016267,7.355663129,7.543694324,7.604103096,7.90487022,7.414225366,7.67875035,7.152299054,7.805377638,7.704612778,7.623590668,7.477003333,7.536049022,7.72145471,8.012589386,7.859926522,8.059699798,7.474766243,7.180212785,7.45927516,7.371376923,7.707478654,7.513608355,7.925661799,7.698081558,7.64371252,6.752077076,7.655385115,7.805054552,7.187312311,7.682112307,7.951092531,8.163750046,7.852099432,7.585435801,7.841751583,8.025390117,7.392411184,7.265333341,7.570344217,7.196393938,7.620561948,7.810423292,7.217944514,7.739897956,7.751033373,7.727640275,7.685115342,7.975123901,7.311299289,7.515701533,7.516946356,7.380552173,8.233103395,7.63025822,8.291388867,7.647689221,8.364724058,7.052628482,7.690101044,7.789616887,8.122436937,7.951812665,7.431101483,7.678713677,7.72057945,8.23668932,7.634608011,7.434425047,7.301715538,7.518335794,7.526900628,8.196554629,7.517593438,7.534849585,7.820568405,7.593441698,7.504270209,7.530694711,7.219219039,7.771264418,7.178602507,8.115213061,7.527969545,7.051556544,7.066989921,7.658377285,7.600851398,7.75219231,7.482223769,7.751701411,8.104289292,7.671817477,7.34712325,7.604814103,7.4710672,7.596490209,7.338702814,7.43984308,7.405854849,7.297064227,7.847528293,7.637204229,7.383991394,7.183333545,7.285648476,7.22460758,7.571421374,7.523295188,7.352777712,7.730486007,7.275038028,7.358967433,7.549795447,7.771389593,7.953256268,7.40959488,7.563864192,7.288757028,7.609022527,7.358506703,7.733931141,7.320857915,7.682098782,7.441435414,7.470222091,7.422227223,7.387887024,7.156908025,7.797833606,7.298772092,7.448441218,7.42615793,7.379905337,7.924942287,7.477453498,7.461616856,7.372270186,7.471850472,7.589818502,7.791059396,7.502834386,7.975635365,7.828753311,7.298942134,7.319296597,7.489305671,7.371463609,7.651017889,7.521691268,7.244377111,7.447930784,7.279652796,7.468978852,7.64626743,7.625131858,6.990439779,7.180245401,7.499290764,7.511903854,7.154266808,7.261752767,7.594850674,7.107032176,7.336562987,7.217299683,7.605290288,7.727424872,7.456517605,7.272148543,7.341678338,7.447705612,7.203260333,7.238833713,7.606154198,7.338137331,7.629069631,7.575523326,7.549792227,7.24742913,7.56121219,7.327697529,7.703780817
237011_at,3.988894351,3.53605416,3.618677932,3.281817005,3.786768856,3.018147626,3.561071013,3.573286667,3.282059677,3.766522947,3.306133111,3.375683704,3.846441882,3.162829988,3.762444883,4.332390436,4.106595523,3.966237137,3.738578876,4.157020454,3.683499223,4.140967133,3.626089625,4.147708987,4.031326657,3.90547379,3.602115351,3.970676076,3.826431948,3.473677321,3.507669563,3.832415316,4.15892291,3.897610968,3.487146322,3.829925427,3.384536683,3.557379088,3.812906277,3.875099113,3.762309168,3.781351467,3.855958605,3.875331381,3.106002816,3.68775643,4.175559699,3.515462307,3.707498719,3.726691992,3.293224934,3.141308614,4.119559134,3.356640878,4.105680189,4.109325021,3.643446471,3.489630974,4.226484136,4.018401558,3.836262994,3.744293062,4.366979601,3.310203342,4.099903701,3.622716711,4.280029551,3.617331422,3.76840586,4.185894342,3.914838806,3.424782682,3.285977332,4.228792844,3.25824064,3.785178232,4.107024283,3.651575271,3.463479165,3.234609732,3.481447055,3.898769217,3.557379088,3.408573841,3.413863933,4.010064943,3.856751126,3.694073779,3.544950796,3.438992103,4.044798235,4.032926784,3.880784505,3.958081705,3.332579296,3.191946266,3.635006319,3.607150785,3.333174941,3.95347004,4.034919062,3.6768267,3.771345683,3.661931779,3.428441682,3.842028559,3.496103344,3.487146322,3.78580446,3.493265482,4.06742326,3.09185341,3.487883856,3.449191209,3.508088243,3.967188897,3.709121533,3.560409846,3.370029019,3.680864746,3.578652982,3.611130318,3.654420766,3.623599502,3.807498724,3.280704348,3.332929787,3.475133383,3.282970655,3.53607998,3.50193373,3.685990342,3.554308564,3.197745161,3.81624596,3.800221855,3.324826293,3.795211705,3.448022748,3.449792649,3.540627257,3.369597472,3.622935984,3.60340019,3.604369386,3.534682246,3.617396131,3.716701969,3.602714569,3.862851849,3.637239837,3.665741635,3.722378133,3.396425996,3.698972988,3.549383221,3.67302167,3.423801408,3.375957983,3.703062925,3.782433826,3.575131477,3.071196625,3.678853337,3.253513963,3.461749301,3.602024704,3.706910821,3.78325393,3.434001481,3.617027268,3.761978746,3.771548047,3.637239837,3.560780216,3.846031757,3.554486999,3.38679667,3.505821915,3.760222625,3.458217558,3.389787815,3.203456219,3.399295694,3.576660709,3.436984058,3.480521414,4.079251868,3.630806558,3.801789043,3.360401762,3.883768831
